Date,Canton,Value
2020-03-27,Valais/Wallis,256.14
2020-03-28,St. Gallen,68.54
2020-03-28,Graubünden/Grison,221.29
2020-03-28,Glarus,96.53
2020-03-28,Basel Stadt,240.80
2020-03-28,Neuchâtel,152.11
2020-03-28,Appenzell Innerrhoden,68.13
2020-03-28,Obwalden,95.13
2020-03-28,Schwyz,71.00
2020-03-28,Genève,437.25
2020-03-28,Liechtenstein,139.36
2020-03-28,Zug,69.38
2020-03-28,Valais/Wallis,263.41
2020-03-28,Aargau,59.96
2020-03-28,Thurgau,45.94
2020-03-28,Solothurn,62.96
2020-03-28,Zürich,96.78
2020-03-28,Jura,136.20
2020-03-28,Nidwalden,115.68
2020-03-28,Bern,70.82
2020-03-28,Basel Land,159.65
2020-03-28,Appenzell Ausserrhoden,72.42
2020-03-28,Uri,126.26
2020-03-28,Schaffhausen,47.57
2020-03-28,Ticino,413.76
2020-03-28,Vaud,354.50
2020-03-28,Fribourg/Freiburg,120.17
2020-03-28,Luzern,76.67
2020-03-29,Liechtenstein,141.94
2020-03-29,Glarus,99.00
2020-03-29,Genève,443.06
2020-03-29,Uri,131.75
2020-03-29,Bern,73.82
2020-03-29,Solothurn,69.18
2020-03-29,Basel Stadt,259.29
2020-03-29,St. Gallen,68.35
2020-03-29,Neuchâtel,153.80
2020-03-29,Nidwalden,117.99
2020-03-29,Obwalden,95.13
2020-03-29,Zug,69.38
2020-03-29,Zürich,96.78
2020-03-29,Basel Land,160.34
2020-03-29,Aargau,64.49
2020-03-29,Fribourg/Freiburg,125.50
2020-03-29,Schaffhausen,48.79
2020-03-29,Appenzell Ausserrhoden,77.85
2020-03-29,Thurgau,48.11
2020-03-29,Vaud,354.00
2020-03-29,Graubünden/Grison,225.83
2020-03-29,Ticino,436.97
2020-03-29,Luzern,78.38
2020-03-29,Schwyz,72.25
2020-03-29,Valais/Wallis,270.09
2020-03-29,Appenzell Innerrhoden,68.13
2020-03-29,Jura,138.93
2020-03-30,Jura,141.65
2020-03-30,Basel Land,162.43
2020-03-30,Schaffhausen,48.79
2020-03-30,Luzern,81.55
2020-03-30,Basel Stadt,243.37
2020-03-30,Neuchâtel,161.15
2020-03-30,Fribourg/Freiburg,134.92
2020-03-30,Appenzell Ausserrhoden,81.47
2020-03-30,Solothurn,69.18
2020-03-30,Zug,72.53
2020-03-30,Ticino,451.12
2020-03-30,Vaud,351.63
2020-03-30,Appenzell Innerrhoden,61.94
2020-03-30,Glarus,101.48
2020-03-30,Aargau,65.65
2020-03-30,Bern,67.92
2020-03-30,Thurgau,49.19
2020-03-30,Genève,461.68
2020-03-30,Uri,139.98
2020-03-30,St. Gallen,70.12
2020-03-30,Nidwalden,122.62
2020-03-30,Liechtenstein,134.20
2020-03-30,Schwyz,76.65
2020-03-30,Zürich,100.07
2020-03-30,Valais/Wallis,277.65
2020-03-30,Graubünden/Grison,227.34
2020-03-30,Obwalden,118.92
2020-03-31,Luzern,81.31
2020-03-31,Zürich,99.08
2020-03-31,Appenzell Ausserrhoden,95.96
2020-03-31,Schwyz,79.79
2020-03-31,Basel Land,166.59
2020-03-31,Thurgau,50.64
2020-03-31,Liechtenstein,126.45
2020-03-31,Nidwalden,134.19
2020-03-31,Valais/Wallis,282.01
2020-03-31,Obwalden,121.56
2020-03-31,Genève,482.10
2020-03-31,Uri,150.96
2020-03-31,Aargau,70.76
2020-03-31,Schaffhausen,51.23
2020-03-31,Fribourg/Freiburg,134.92
2020-03-31,Jura,144.38
2020-03-31,Solothurn,71.38
2020-03-31,Zug,67.02
2020-03-31,Glarus,101.48
2020-03-31,Vaud,341.11
2020-03-31,Ticino,471.21
2020-03-31,St. Gallen,71.50
2020-03-31,Graubünden/Grison,224.82
2020-03-31,Basel Stadt,251.07
2020-03-31,Appenzell Innerrhoden,55.74
2020-03-31,Neuchâtel,162.85
2020-03-31,Bern,70.82
2020-04-01,Thurgau,51.00
2020-04-01,Appenzell Innerrhoden,55.74
2020-04-01,Genève,476.10
2020-04-01,Fribourg/Freiburg,137.11
2020-04-01,Vaud,327.10
2020-04-01,Schwyz,83.56
2020-04-01,Ticino,476.59
2020-04-01,Schaffhausen,43.91
2020-04-01,Uri,148.22
2020-04-01,Basel Land,166.94
2020-04-01,Graubünden/Grison,233.90
2020-04-01,Appenzell Ausserrhoden,90.52
2020-04-01,Zug,72.53
2020-04-01,Valais/Wallis,278.23
2020-04-01,Glarus,103.95
2020-04-01,Liechtenstein,113.55
2020-04-01,Aargau,72.95
2020-04-01,Basel Stadt,259.80
2020-04-01,Bern,69.18
2020-04-01,Obwalden,126.85
2020-04-01,Luzern,83.75
2020-04-01,Jura,153.91
2020-04-01,Zürich,102.37
2020-04-01,Nidwalden,120.31
2020-04-01,Neuchâtel,154.93
2020-04-01,St. Gallen,70.51
2020-04-01,Solothurn,78.70
2020-04-02,Appenzell Innerrhoden,86.71
2020-04-02,Neuchâtel,144.19
2020-04-02,Schaffhausen,42.69
2020-04-02,Zug,74.11
2020-04-02,Solothurn,82.73
2020-04-02,St. Gallen,70.91
2020-04-02,Nidwalden,117.99
2020-04-02,Vaud,317.46
2020-04-02,Bern,69.66
2020-04-02,Aargau,72.51
2020-04-02,Thurgau,52.81
2020-04-02,Basel Stadt,253.64
2020-04-02,Genève,489.11
2020-04-02,Schwyz,89.22
2020-04-02,Jura,152.55
2020-04-02,Glarus,103.95
2020-04-02,Zürich,105.85
2020-04-02,Uri,145.47
2020-04-02,Appenzell Ausserrhoden,95.96
2020-04-02,Fribourg/Freiburg,137.43
2020-04-02,Valais/Wallis,280.85
2020-04-02,Liechtenstein,121.29
2020-04-02,Obwalden,132.13
2020-04-02,Ticino,462.16
2020-04-02,Graubünden/Grison,221.80
2020-04-02,Luzern,85.70
2020-04-02,Basel Land,168.67
2020-04-03,Appenzell Innerrhoden,86.71
2020-04-03,Aargau,72.66
2020-04-03,Liechtenstein,100.65
2020-04-03,Zürich,112.17
2020-04-03,Basel Land,156.87
2020-04-03,Basel Stadt,248.50
2020-04-03,Thurgau,54.26
2020-04-03,Uri,150.96
2020-04-03,Bern,67.25
2020-04-03,Neuchâtel,144.19
2020-04-03,Obwalden,145.34
2020-04-03,Glarus,96.53
2020-04-03,Jura,145.74
2020-04-03,Schaffhausen,36.59
2020-04-03,Nidwalden,117.99
2020-04-03,Appenzell Ausserrhoden,97.77
2020-04-03,Schwyz,95.50
2020-04-03,St. Gallen,69.53
2020-04-03,Vaud,304.20
2020-04-03,Solothurn,62.59
2020-04-03,Luzern,85.95
2020-04-03,Fribourg/Freiburg,138.68
2020-04-03,Ticino,432.44
2020-04-03,Genève,497.72
2020-04-03,Zug,70.96
2020-04-03,Graubünden/Grison,213.23
2020-04-03,Valais/Wallis,267.77
2020-04-04,Aargau,69.88
2020-04-04,Uri,148.22
2020-04-04,Thurgau,51.36
2020-04-04,Appenzell Ausserrhoden,99.58
2020-04-04,Genève,497.12
2020-04-04,Zürich,100.66
2020-04-04,Liechtenstein,85.16
2020-04-04,Graubünden/Grison,201.13
2020-04-04,Zug,73.32
2020-04-04,St. Gallen,69.53
2020-04-04,Obwalden,145.34
2020-04-04,Basel Land,135.35
2020-04-04,Basel Stadt,241.32
2020-04-04,Ticino,431.87
2020-04-04,Fribourg/Freiburg,147.47
2020-04-04,Solothurn,67.35
2020-04-04,Glarus,89.10
2020-04-04,Schwyz,97.38
2020-04-04,Appenzell Innerrhoden,92.91
2020-04-04,Vaud,298.32
2020-04-04,Valais/Wallis,262.53
2020-04-04,Luzern,85.21
2020-04-04,Bern,66.47
2020-04-04,Neuchâtel,142.49
2020-04-04,Schaffhausen,23.17
2020-04-04,Nidwalden,108.74
2020-04-04,Jura,136.20
2020-04-05,Bern,69.47
2020-04-05,Schwyz,98.64
2020-04-05,Obwalden,145.34
2020-04-05,Glarus,84.15
2020-04-05,Thurgau,50.64
2020-04-05,Neuchâtel,139.67
2020-04-05,Graubünden/Grison,193.57
2020-04-05,Aargau,73.09
2020-04-05,Fribourg/Freiburg,146.21
2020-04-05,Valais/Wallis,256.14
2020-04-05,Zug,73.32
2020-04-05,Zürich,98.75
2020-04-05,Jura,141.65
2020-04-05,Genève,493.31
2020-04-05,St. Gallen,68.54
2020-04-05,Luzern,83.02
2020-04-05,Liechtenstein,80.00
2020-04-05,Solothurn,70.28
2020-04-05,Ticino,442.35
2020-04-05,Basel Land,137.78
2020-04-05,Vaud,290.44
2020-04-05,Schaffhausen,23.17
2020-04-05,Basel Stadt,222.32
2020-04-05,Appenzell Ausserrhoden,101.39
2020-04-05,Nidwalden,101.80
2020-04-05,Uri,150.96
2020-04-05,Appenzell Innerrhoden,92.91
2020-04-06,Graubünden/Grison,191.05
2020-04-06,Ticino,391.69
2020-04-06,Bern,67.92
2020-04-06,Luzern,76.42
2020-04-06,Vaud,267.04
2020-04-06,Solothurn,60.76
2020-04-06,Aargau,75.57
2020-04-06,Appenzell Innerrhoden,92.91
2020-04-06,Jura,138.93
2020-04-06,Glarus,79.20
2020-04-06,Fribourg/Freiburg,145.27
2020-04-06,Nidwalden,108.74
2020-04-06,Basel Land,137.44
2020-04-06,Thurgau,51.72
2020-04-06,Schaffhausen,21.95
2020-04-06,Uri,123.51
2020-04-06,St. Gallen,65.98
2020-04-06,Zürich,100.40
2020-04-06,Basel Stadt,217.70
2020-04-06,Genève,487.31
2020-04-06,Obwalden,95.13
2020-04-06,Schwyz,103.67
2020-04-06,Zug,78.05
2020-04-06,Liechtenstein,67.10
2020-04-06,Neuchâtel,134.58
2020-04-06,Valais/Wallis,248.00
2020-04-06,Appenzell Ausserrhoden,70.61
2020-04-07,Ticino,393.39
2020-04-07,Vaud,243.89
2020-04-07,Basel Stadt,204.35
2020-04-07,Neuchâtel,137.97
2020-04-07,Appenzell Innerrhoden,80.52
2020-04-07,Liechtenstein,69.68
2020-04-07,Aargau,74.41
2020-04-07,Schaffhausen,19.51
2020-04-07,Nidwalden,104.11
2020-04-07,Zug,67.02
2020-04-07,Fribourg/Freiburg,148.72
2020-04-07,Graubünden/Grison,171.89
2020-04-07,Glarus,74.25
2020-04-07,Bern,67.25
2020-04-07,Jura,122.58
2020-04-07,Obwalden,92.49
2020-04-07,Appenzell Ausserrhoden,65.18
2020-04-07,Valais/Wallis,229.68
2020-04-07,Zürich,96.25
2020-04-07,Schwyz,55.29
2020-04-07,Thurgau,56.06
2020-04-07,Genève,498.92
2020-04-07,St. Gallen,65.00
2020-04-07,Luzern,70.32
2020-04-07,Solothurn,58.57
2020-04-07,Uri,118.02
2020-04-07,Basel Land,138.48
2020-04-08,Luzern,67.63
2020-04-08,Obwalden,89.85
2020-04-08,Valais/Wallis,220.38
2020-04-08,Appenzell Ausserrhoden,68.80
2020-04-08,Bern,63.96
2020-04-08,Thurgau,54.26
2020-04-08,Nidwalden,113.37
2020-04-08,Liechtenstein,64.52
2020-04-08,Zürich,92.97
2020-04-08,Uri,129.00
2020-04-08,Zug,64.65
2020-04-08,Schwyz,62.20
2020-04-08,Ticino,369.33
2020-04-08,Schaffhausen,18.29
2020-04-08,St. Gallen,61.65
2020-04-08,Jura,108.96
2020-04-08,Basel Land,128.07
2020-04-08,Glarus,59.40
2020-04-08,Appenzell Innerrhoden,86.71
2020-04-08,Neuchâtel,131.75
2020-04-08,Aargau,74.99
2020-04-08,Vaud,231.25
2020-04-08,Solothurn,53.81
2020-04-08,Genève,497.12
2020-04-08,Graubünden/Grison,153.75
2020-04-08,Fribourg/Freiburg,145.27
2020-04-08,Basel Stadt,188.43
2020-04-09,Zug,61.50
2020-04-09,Luzern,65.92
2020-04-09,Graubünden/Grison,144.17
2020-04-09,Genève,475.09
2020-04-09,Jura,104.88
2020-04-09,Liechtenstein,59.36
2020-04-09,Aargau,70.91
2020-04-09,Solothurn,51.61
2020-04-09,Bern,65.22
2020-04-09,Ticino,371.59
2020-04-09,Schwyz,66.60
2020-04-09,Schaffhausen,19.51
2020-04-09,Fribourg/Freiburg,149.66
2020-04-09,Zürich,90.67
2020-04-09,Basel Land,105.85
2020-04-09,Appenzell Ausserrhoden,57.94
2020-04-09,Valais/Wallis,206.13
2020-04-09,Glarus,59.40
2020-04-09,Thurgau,54.62
2020-04-09,Basel Stadt,174.57
2020-04-09,St. Gallen,57.91
2020-04-09,Uri,93.32
2020-04-09,Nidwalden,111.05
2020-04-09,Neuchâtel,139.10
2020-04-09,Obwalden,84.56
2020-04-09,Vaud,217.73
2020-04-09,Appenzell Innerrhoden,80.52
2020-04-10,Liechtenstein,49.03
2020-04-10,Graubünden/Grison,129.05
2020-04-10,Glarus,71.78
2020-04-10,Appenzell Innerrhoden,74.33
2020-04-10,Jura,91.26
2020-04-10,Bern,63.48
2020-04-10,Schaffhausen,19.51
2020-04-10,Nidwalden,106.42
2020-04-10,Fribourg/Freiburg,133.98
2020-04-10,Neuchâtel,140.23
2020-04-10,Appenzell Ausserrhoden,59.75
2020-04-10,Vaud,194.46
2020-04-10,Luzern,56.16
2020-04-10,Zürich,84.95
2020-04-10,Uri,93.32
2020-04-10,Obwalden,66.07
2020-04-10,Basel Stadt,166.35
2020-04-10,Ticino,307.92
2020-04-10,St. Gallen,51.61
2020-04-10,Valais/Wallis,188.69
2020-04-10,Basel Land,94.75
2020-04-10,Solothurn,50.15
2020-04-10,Zug,58.34
2020-04-10,Genève,451.67
2020-04-10,Aargau,69.01
2020-04-10,Thurgau,54.62
2020-04-10,Schwyz,60.31
2020-04-11,Luzern,54.20
2020-04-11,Obwalden,66.07
2020-04-11,Appenzell Ausserrhoden,57.94
2020-04-11,Nidwalden,111.05
2020-04-11,Neuchâtel,133.45
2020-04-11,Genève,420.44
2020-04-11,Ticino,308.77
2020-04-11,Schaffhausen,18.29
2020-04-11,Bern,63.00
2020-04-11,Solothurn,48.68
2020-04-11,Thurgau,53.17
2020-04-11,Zürich,83.89
2020-04-11,Basel Land,87.11
2020-04-11,Schwyz,79.79
2020-04-11,Graubünden/Grison,125.01
2020-04-11,Vaud,183.07
2020-04-11,Valais/Wallis,182.29
2020-04-11,Jura,85.81
2020-04-11,Glarus,108.90
2020-04-11,Zug,52.82
2020-04-11,Basel Stadt,149.92
2020-04-11,Aargau,66.67
2020-04-11,Fribourg/Freiburg,129.58
2020-04-11,Liechtenstein,46.45
2020-04-11,Appenzell Innerrhoden,68.13
2020-04-11,St. Gallen,51.61
2020-04-11,Uri,74.11
2020-04-12,Zürich,82.91
2020-04-12,Aargau,61.86
2020-04-12,Neuchâtel,134.01
2020-04-12,Valais/Wallis,176.19
2020-04-12,Genève,402.82
2020-04-12,Jura,81.72
2020-04-12,Appenzell Innerrhoden,68.13
2020-04-12,Basel Land,85.38
2020-04-12,Liechtenstein,46.45
2020-04-12,Schwyz,77.28
2020-04-12,Zug,52.82
2020-04-12,Uri,74.11
2020-04-12,Ticino,292.07
2020-04-12,St. Gallen,52.59
2020-04-12,Luzern,51.52
2020-04-12,Obwalden,66.07
2020-04-12,Vaud,177.06
2020-04-12,Appenzell Ausserrhoden,52.50
2020-04-12,Nidwalden,104.11
2020-04-12,Graubünden/Grison,114.93
2020-04-12,Thurgau,52.81
2020-04-12,Fribourg/Freiburg,126.76
2020-04-12,Glarus,101.48
2020-04-12,Solothurn,45.76
2020-04-12,Basel Stadt,139.65
2020-04-12,Schaffhausen,19.51
2020-04-12,Bern,62.13
2020-04-13,Graubünden/Grison,108.38
2020-04-13,Neuchâtel,118.74
2020-04-13,St. Gallen,46.48
2020-04-13,Obwalden,42.28
2020-04-13,Appenzell Innerrhoden,61.94
2020-04-13,Vaud,156.04
2020-04-13,Liechtenstein,41.29
2020-04-13,Jura,76.27
2020-04-13,Schwyz,72.88
2020-04-13,Genève,368.18
2020-04-13,Glarus,101.48
2020-04-13,Thurgau,50.28
2020-04-13,Nidwalden,94.86
2020-04-13,Zürich,75.74
2020-04-13,Aargau,59.82
2020-04-13,Ticino,265.46
2020-04-13,Appenzell Ausserrhoden,50.69
2020-04-13,Solothurn,47.95
2020-04-13,Luzern,47.86
2020-04-13,Fribourg/Freiburg,119.86
2020-04-13,Uri,68.62
2020-04-13,Valais/Wallis,155.54
2020-04-13,Basel Stadt,139.14
2020-04-13,Bern,60.87
2020-04-13,Zug,45.73
2020-04-13,Schaffhausen,18.29
2020-04-13,Basel Land,78.78
2020-04-14,Obwalden,44.92
2020-04-14,Thurgau,48.47
2020-04-14,Genève,328.74
2020-04-14,Fribourg/Freiburg,121.74
2020-04-14,Glarus,128.70
2020-04-14,Uri,57.64
2020-04-14,Vaud,144.53
2020-04-14,Neuchâtel,111.39
2020-04-14,Graubünden/Grison,103.84
2020-04-14,Nidwalden,80.98
2020-04-14,Schaffhausen,15.86
2020-04-14,St. Gallen,41.17
2020-04-14,Zürich,73.05
2020-04-14,Basel Stadt,123.74
2020-04-14,Zug,44.94
2020-04-14,Solothurn,47.22
2020-04-14,Schwyz,74.14
2020-04-14,Aargau,54.86
2020-04-14,Jura,65.38
2020-04-14,Appenzell Ausserrhoden,38.02
2020-04-14,Valais/Wallis,144.20
2020-04-14,Bern,59.32
2020-04-14,Basel Land,72.54
2020-04-14,Ticino,232.35
2020-04-14,Luzern,46.88
2020-04-14,Liechtenstein,30.97
2020-04-14,Appenzell Innerrhoden,61.94
2020-04-15,Glarus,121.28
2020-04-15,Luzern,42.24
2020-04-15,Schaffhausen,18.29
2020-04-15,Zürich,63.71
2020-04-15,Appenzell Ausserrhoden,32.59
2020-04-15,Graubünden/Grison,84.18
2020-04-15,Liechtenstein,20.65
2020-04-15,St. Gallen,38.80
2020-04-15,Thurgau,45.57
2020-04-15,Jura,58.57
2020-04-15,Valais/Wallis,127.92
2020-04-15,Schwyz,72.25
2020-04-15,Basel Land,67.33
2020-04-15,Zug,36.27
2020-04-15,Solothurn,41.36
2020-04-15,Appenzell Innerrhoden,61.94
2020-04-15,Basel Stadt,111.42
2020-04-15,Obwalden,39.64
2020-04-15,Fribourg/Freiburg,114.52
2020-04-15,Genève,305.32
2020-04-15,Aargau,50.92
2020-04-15,Uri,52.15
2020-04-15,Vaud,131.64
2020-04-15,Nidwalden,83.29
2020-04-15,Neuchâtel,108.57
2020-04-15,Bern,56.04
2020-04-15,Ticino,207.16
2020-04-16,Obwalden,37.00
2020-04-16,Aargau,48.29
2020-04-16,Genève,259.67
2020-04-16,Basel Land,63.86
2020-04-16,St. Gallen,35.65
2020-04-16,Zürich,55.23
2020-04-16,Bern,49.47
2020-04-16,Graubünden/Grison,71.58
2020-04-16,Uri,49.41
2020-04-16,Nidwalden,69.41
2020-04-16,Solothurn,42.46
2020-04-16,Fribourg/Freiburg,112.01
2020-04-16,Appenzell Innerrhoden,24.78
2020-04-16,Luzern,38.09
2020-04-16,Glarus,118.80
2020-04-16,Valais/Wallis,119.20
2020-04-16,Schwyz,69.11
2020-04-16,Thurgau,45.21
2020-04-16,Ticino,193.01
2020-04-16,Jura,54.48
2020-04-16,Basel Stadt,101.66
2020-04-16,Zug,31.54
2020-04-16,Liechtenstein,12.90
2020-04-16,Vaud,118.50
2020-04-16,Appenzell Ausserrhoden,27.16
2020-04-16,Neuchâtel,108.00
2020-04-16,Schaffhausen,15.86
2020-04-17,Valais/Wallis,109.61
2020-04-17,Graubünden/Grison,60.99
2020-04-17,Schwyz,63.46
2020-04-17,Ticino,169.81
2020-04-17,Genève,226.24
2020-04-17,Basel Stadt,84.20
2020-04-17,Schaffhausen,15.86
2020-04-17,Basel Land,62.47
2020-04-17,Jura,55.84
2020-04-17,Solothurn,41.36
2020-04-17,Uri,43.92
2020-04-17,Fribourg/Freiburg,107.31
2020-04-17,Luzern,36.14
2020-04-17,Neuchâtel,105.17
2020-04-17,Obwalden,26.43
2020-04-17,St. Gallen,31.71
2020-04-17,Bern,46.38
2020-04-17,Nidwalden,64.78
2020-04-17,Liechtenstein,12.90
2020-04-17,Zürich,48.32
2020-04-17,Appenzell Innerrhoden,24.78
2020-04-17,Appenzell Ausserrhoden,30.78
2020-04-17,Glarus,121.28
2020-04-17,Thurgau,44.13
2020-04-17,Vaud,105.61
2020-04-17,Zug,26.81
2020-04-17,Aargau,45.96
2020-04-18,Graubünden/Grison,58.47
2020-04-18,Appenzell Ausserrhoden,28.97
2020-04-18,Thurgau,43.04
2020-04-18,Nidwalden,64.78
2020-04-18,Bern,46.38
2020-04-18,Basel Stadt,80.61
2020-04-18,Zürich,48.72
2020-04-18,Luzern,33.69
2020-04-18,Appenzell Innerrhoden,18.58
2020-04-18,Fribourg/Freiburg,99.78
2020-04-18,Neuchâtel,102.35
2020-04-18,Basel Land,51.37
2020-04-18,Ticino,156.22
2020-04-18,Valais/Wallis,102.63
2020-04-18,Aargau,44.50
2020-04-18,Obwalden,26.43
2020-04-18,Liechtenstein,10.32
2020-04-18,Glarus,123.75
2020-04-18,Solothurn,37.70
2020-04-18,Uri,32.94
2020-04-18,Zug,22.08
2020-04-18,Vaud,98.86
2020-04-18,Schaffhausen,17.08
2020-04-18,St. Gallen,30.53
2020-04-18,Genève,208.02
2020-04-18,Schwyz,61.57
2020-04-18,Jura,51.76
2020-04-19,Vaud,95.35
2020-04-19,Aargau,40.70
2020-04-19,Liechtenstein,10.32
2020-04-19,Schaffhausen,15.86
2020-04-19,Uri,30.19
2020-04-19,Obwalden,26.43
2020-04-19,Basel Land,48.24
2020-04-19,Neuchâtel,96.69
2020-04-19,Appenzell Innerrhoden,18.58
2020-04-19,St. Gallen,29.94
2020-04-19,Appenzell Ausserrhoden,27.16
2020-04-19,Genève,193.00
2020-04-19,Valais/Wallis,100.89
2020-04-19,Bern,44.64
2020-04-19,Zürich,48.52
2020-04-19,Graubünden/Grison,55.45
2020-04-19,Ticino,148.30
2020-04-19,Basel Stadt,70.85
2020-04-19,Schwyz,61.57
2020-04-19,Glarus,118.80
2020-04-19,Thurgau,41.96
2020-04-19,Fribourg/Freiburg,97.58
2020-04-19,Nidwalden,64.78
2020-04-19,Solothurn,35.51
2020-04-19,Jura,43.59
2020-04-19,Luzern,32.96
2020-04-19,Zug,22.86
2020-04-20,Glarus,126.23
2020-04-20,St. Gallen,25.21
2020-04-20,Liechtenstein,10.32
2020-04-20,Basel Land,45.12
2020-04-20,Valais/Wallis,86.64
2020-04-20,Basel Stadt,66.75
2020-04-20,Aargau,37.06
2020-04-20,Appenzell Innerrhoden,18.58
2020-04-20,Fribourg/Freiburg,94.13
2020-04-20,Obwalden,18.50
2020-04-20,Luzern,30.28
2020-04-20,Schaffhausen,15.86
2020-04-20,Solothurn,34.41
2020-04-20,Zug,18.13
2020-04-20,Jura,42.22
2020-04-20,Thurgau,40.15
2020-04-20,Bern,42.51
2020-04-20,Neuchâtel,89.34
2020-04-20,Schwyz,59.06
2020-04-20,Ticino,144.90
2020-04-20,Uri,30.19
2020-04-20,Genève,173.58
2020-04-20,Zürich,42.08
2020-04-20,Nidwalden,50.90
2020-04-20,Vaud,84.47
2020-04-20,Appenzell Ausserrhoden,30.78
2020-04-20,Graubünden/Grison,53.43
2020-04-21,Luzern,30.28
2020-04-21,Zug,14.98
2020-04-21,Basel Stadt,61.61
2020-04-21,Zürich,38.27
2020-04-21,St. Gallen,23.05
2020-04-21,Valais/Wallis,77.92
2020-04-21,Bern,38.07
2020-04-21,Uri,27.45
2020-04-21,Aargau,33.99
2020-04-21,Graubünden/Grison,51.92
2020-04-21,Obwalden,18.50
2020-04-21,Genève,145.35
2020-04-21,Neuchâtel,78.60
2020-04-21,Appenzell Ausserrhoden,30.78
2020-04-21,Basel Land,43.73
2020-04-21,Solothurn,34.77
2020-04-21,Fribourg/Freiburg,83.46
2020-04-21,Schaffhausen,15.86
2020-04-21,Thurgau,33.28
2020-04-21,Liechtenstein,7.74
2020-04-21,Glarus,128.70
2020-04-21,Schwyz,57.17
2020-04-21,Jura,32.69
2020-04-21,Vaud,78.33
2020-04-21,Appenzell Innerrhoden,18.58
2020-04-21,Ticino,131.88
2020-04-21,Nidwalden,48.59
2020-04-22,St. Gallen,21.08
2020-04-22,Schwyz,54.03
2020-04-22,Uri,16.47
2020-04-22,Valais/Wallis,69.20
2020-04-22,Genève,125.13
2020-04-22,Obwalden,15.86
2020-04-22,Luzern,29.54
2020-04-22,Jura,29.96
2020-04-22,Ticino,121.69
2020-04-22,Glarus,131.18
2020-04-22,Fribourg/Freiburg,78.44
2020-04-22,Vaud,69.57
2020-04-22,Thurgau,32.91
2020-04-22,Zug,11.04
2020-04-22,Liechtenstein,7.74
2020-04-22,Solothurn,33.68
2020-04-22,Basel Land,42.34
2020-04-22,Zürich,34.71
2020-04-22,Graubünden/Grison,46.88
2020-04-22,Bern,34.49
2020-04-22,Appenzell Ausserrhoden,27.16
2020-04-22,Appenzell Innerrhoden,6.19
2020-04-22,Neuchâtel,80.29
2020-04-22,Schaffhausen,15.86
2020-04-22,Aargau,29.91
2020-04-22,Nidwalden,34.70
2020-04-22,Basel Stadt,50.83
2020-04-23,Vaud,61.32
2020-04-23,Appenzell Ausserrhoden,25.35
2020-04-23,Solothurn,34.04
2020-04-23,Obwalden,15.86
2020-04-23,Luzern,27.59
2020-04-23,Thurgau,32.91
2020-04-23,Basel Land,36.44
2020-04-23,Jura,23.15
2020-04-23,Neuchâtel,66.16
2020-04-23,Glarus,123.75
2020-04-23,Appenzell Innerrhoden,6.19
2020-04-23,Bern,32.37
2020-04-23,Ticino,110.94
2020-04-23,Nidwalden,27.76
2020-04-23,Graubünden/Grison,37.81
2020-04-23,Zürich,29.39
2020-04-23,Schwyz,43.35
2020-04-23,Aargau,29.03
2020-04-23,Genève,113.72
2020-04-23,Liechtenstein,5.16
2020-04-23,St. Gallen,19.89
2020-04-23,Fribourg/Freiburg,71.54
2020-04-23,Valais/Wallis,65.71
2020-04-23,Basel Stadt,46.21
2020-04-23,Uri,16.47
2020-04-23,Zug,10.25
2020-04-23,Schaffhausen,15.86
2020-04-24,Basel Land,34.36
2020-04-24,Basel Stadt,42.10
2020-04-24,Uri,10.98
2020-04-24,Neuchâtel,57.11
2020-04-24,Schwyz,43.35
2020-04-24,Bern,30.82
2020-04-24,Ticino,97.64
2020-04-24,Jura,19.07
2020-04-24,Zug,9.46
2020-04-24,Schaffhausen,20.73
2020-04-24,Genève,108.71
2020-04-24,Appenzell Innerrhoden,6.19
2020-04-24,Vaud,58.06
2020-04-24,Liechtenstein,7.74
2020-04-24,Glarus,101.48
2020-04-24,Aargau,27.57
2020-04-24,Luzern,22.95
2020-04-24,Thurgau,28.21
2020-04-24,Zürich,28.53
2020-04-24,Solothurn,30.02
2020-04-24,Appenzell Ausserrhoden,19.92
2020-04-24,Valais/Wallis,59.02
2020-04-24,Fribourg/Freiburg,70.60
2020-04-24,Nidwalden,18.51
2020-04-24,Graubünden/Grison,34.78
2020-04-24,St. Gallen,21.08
2020-04-24,Obwalden,23.78
2020-04-25,St. Gallen,20.48
2020-04-25,Appenzell Ausserrhoden,19.92
2020-04-25,Basel Stadt,39.53
2020-04-25,Appenzell Innerrhoden,6.19
2020-04-25,Glarus,71.78
2020-04-25,Aargau,25.68
2020-04-25,Schwyz,23.87
2020-04-25,Genève,102.11
2020-04-25,Valais/Wallis,53.50
2020-04-25,Thurgau,26.77
2020-04-25,Schaffhausen,19.51
2020-04-25,Fribourg/Freiburg,61.18
2020-04-25,Basel Land,30.54
2020-04-25,Solothurn,26.72
2020-04-25,Obwalden,23.78
2020-04-25,Nidwalden,11.57
2020-04-25,Vaud,54.68
2020-04-25,Jura,17.71
2020-04-25,Zürich,26.76
2020-04-25,Zug,10.25
2020-04-25,Luzern,22.71
2020-04-25,Uri,8.23
2020-04-25,Graubünden/Grison,28.73
2020-04-25,Neuchâtel,52.59
2020-04-25,Liechtenstein,7.74
2020-04-25,Ticino,91.70
2020-04-25,Bern,27.92
2020-04-26,Graubünden/Grison,27.72
